be process from, 3, 2, 5
air, 1, 1, 2
be another form of, 2, 2, 4
defeat, 14, 14, 28
suggest that, 1, 1, 2
yield, 1, 1, 2
be give by, 1, 1, 2
share, 1, 1, 2
sell in, 5, 2, 7
be deficiency of, 1, 1, 2
be govern by, 1, 1, 2
expand in, 1, 1, 2
be contest at, 1, 1, 2
be award in, 1, 1, 2
shall elect, 1, 1, 2
can be convert into, 1, 1, 2
say that, 8, 3, 11
be be hold in, 1, 1, 2
improve during, 1, 1, 2
be take throughout, 1, 1, 2
be make with, 3, 6, 9
aka, 2, 2, 4
can play, 3, 2, 5
etch, 1, 1, 2
be sport, 1, 1, 2
be marry at, 1, 1, 2
report in, 9, 2, 11
shake, 3, 1, 4
be approve for, 2, 1, 3
discover in, 1, 1, 2
compete with, 2, 3, 5
belate, 1, 1, 2
may include, 2, 1, 3
be confuse with, 5, 5, 10
can use, 1, 1, 2
be indicate by, 1, 1, 2
read, 2, 1, 3
be substitute for, 1, 1, 2
be vaccinate against, 1, 1, 2
be establish by, 2, 1, 3
to develop, 1, 1, 2
separate from, 2, 2, 4
be hub of, 1, 1, 2
be unknown in, 1, 1, 2
be endemic throughout, 1, 1, 2
collect, 1, 1, 2
 build for, 2, 1, 3
be federally_insure by, 1, 1, 2
may send out, 1, 1, 2
to meet in, 1, 1, 2
collaborate with, 2, 2, 4
can contract, 1, 1, 2
end on, 1, 1, 2
be carry by, 1, 1, 2
be mayor of, 1, 1, 2
predict, 2, 4, 6
be come to, 10, 5, 15
feel like, 2, 5, 7
accede to, 1, 5, 6
relieve, 2, 1, 3
: know as, 2, 2, 4
weaponize, 1, 1, 2
be need for, 3, 2, 5
be endemic in, 3, 6, 9
be locate well within, 1, 1, 2
be sponsor by, 6, 5, 11
be bundle with, 1, 1, 2
run for, 1, 1, 2
be common during, 3, 1, 4
cruise to, 1, 1, 2
be turn into, 1, 1, 2
maintain, 1, 1, 2
to perform in, 1, 1, 2
be marry in, 1, 3, 4
to study at, 1, 1, 2
provide by, 3, 3, 6
be abundant in, 1, 1, 2
may produce, 1, 1, 2
be synthesize in, 1, 1, 2
boil, 6, 3, 9
encompass, 2, 1, 3
create for, 1, 1, 2
be report from, 1, 1, 2
be the branch of, 2, 2, 4
be film in, 1, 1, 2
demand, 7, 2, 9
knock off, 1, 1, 2
study at, 1, 1, 2
be provide by, 1, 3, 4
progress to, 1, 1, 2
accuse, 1, 1, 2
be lighter than, 2, 2, 4
be see in, 1, 1, 2
be shell of, 4, 2, 6
to love, 1, 3, 4
 isoniazid for, 1, 1, 2
recommend, 8, 4, 12
jump into, 1, 1, 2
acquire, 12, 23, 35
catch in, 1, 1, 2
move for, 1, 1, 2
may show, 1, 1, 2
be hold on, 1, 1, 2
may be substitute for, 1, 1, 2
recover from, 1, 1, 2
do with, 1, 1, 2
be renown in, 1, 1, 2
tour, 4, 2, 6
call, 17, 28, 45
be the center of, 1, 1, 2
be come of, 2, 1, 3
explain to, 1, 1, 2
be raise for, 1, 1, 2
ask, 8, 8, 16
will be transmit to, 1, 1, 2
describe, 1, 1, 2
grab, 1, 1, 2
be accept, 2, 2, 4
have buy, 2, 3, 5
can be use to, 1, 1, 2
run, 6, 3, 9
participate in, 1, 2, 3
bomb, 2, 9, 11
be break in, 1, 3, 4
boast, 1, 2, 3
be help, 5, 2, 7
be the beginning of, 1, 1, 2
lead in, 2, 2, 4
deplete, 1, 1, 2
stay in, 3, 1, 4
have become, 1, 1, 2
be province of, 1, 1, 2
 manufacture by, 4, 2, 6
__ know as, 1, 1, 2
may require, 1, 2, 3
have warn, 4, 1, 5
be endemic to, 2, 2, 4
decrease, 4, 2, 6
build in, 1, 2, 3
be due to, 1, 1, 2
be comprise of, 1, 1, 2
be the study of, 1, 1, 2
be give to, 1, 1, 2
be transmit to, 1, 1, 2
name, 8, 6, 14
be professor of, 1, 2, 3
mourn, 1, 1, 2
be better than, 8, 8, 16
be common than, 3, 3, 6
occupy, 6, 10, 16
import, 1, 2, 3
be establish in, 3, 2, 5
will hold, 1, 1, 2
abolish, 2, 2, 4
show, 4, 7, 11
develop during, 1, 1, 2
will begin on, 1, 1, 2
post that, 1, 1, 2
will follow, 1, 1, 2
arrive from, 1, 1, 2
 bind for, 3, 4, 7
defend, 2, 1, 3
arrive, 1, 1, 2
thrash, 2, 1, 3
may co_exist with, 2, 1, 3
be bake into, 1, 1, 2
cr for, 2, 1, 3
be diagnose with, 5, 2, 7
be nickname, 1, 1, 2
win in, 5, 4, 9
be full of, 2, 2, 4
may appear in, 1, 1, 2
conquer, 7, 5, 12
introduce, 6, 15, 21
may contribute to, 1, 1, 2
be important in, 3, 2, 5
can pass into, 1, 1, 2
be uncommon in, 2, 1, 3
be prohibit in, 2, 1, 3
await in, 2, 1, 3
be president of, 9, 3, 12
to rent in, 6, 6, 12
could build, 1, 1, 2
combine well with, 1, 1, 2
reorganize, 1, 1, 2
play, 38, 17, 55
will begin in, 1, 1, 2
support to, 1, 1, 2
descend from, 1, 1, 2
cast, 2, 3, 5
crush, 1, 1, 2
 market by, 1, 1, 2
slice, 3, 2, 5
calculate that, 2, 4, 6
be legal in, 1, 1, 2
plan, 1, 1, 2
be express in, 1, 1, 2
may help prevent, 2, 1, 3
give, 20, 21, 41
get marry in, 1, 1, 2
double, 1, 1, 2
will never cure, 1, 1, 2
be name after, 1, 1, 2
be integrate with, 1, 1, 2
be diagnose by, 1, 1, 2
mark beginning of, 1, 1, 2
lead to, 12, 11, 23
damage, 3, 1, 4
be trademark of, 15, 7, 22
be rare in, 4, 5, 9
submit to, 1, 1, 2
be publish by, 1, 3, 4
direct, 1, 1, 2
to face, 1, 1, 2
gain, 3, 4, 7
should turn off, 1, 1, 2
be locate near, 1, 1, 2
warn that, 2, 2, 4
reappear in, 2, 1, 3
be the heart of, 1, 1, 2
will buy, 2, 1, 3
will face, 4, 3, 7
contribute to, 3, 7, 10
be find primarily in, 1, 1, 2
 develop by, 2, 2, 4
to control, 1, 2, 3
be lead, 9, 1, 10
kill, 6, 5, 11
provide circulation_stimulate, 1, 1, 2
return from, 5, 1, 6
criticize, 1, 1, 2
help prevent, 5, 4, 9
board, 1, 1, 2
be bear in, 56, 16, 72
be big on, 1, 1, 2
stuff, 4, 1, 5
dice, 2, 2, 4
be find mostly in, 1, 1, 2
be bound by, 1, 1, 2
influence, 4, 2, 6
survive in, 1, 1, 2
to find, 5, 8, 13
can flare during, 1, 1, 2
be publish in, 1, 1, 2
threaten, 3, 1, 4
occur commonly during, 1, 1, 2
should be use during, 7, 2, 9
look like, 9, 8, 17
enrich, 1, 2, 3
prepare for, 2, 1, 3
sell into, 1, 1, 2
help with, 3, 1, 4
to host, 2, 1, 3
be isolate from, 1, 1, 2
be meet in, 1, 1, 2
can be cause by, 3, 1, 4
integrate with, 1, 1, 2
to vote for, 2, 1, 3
be available as, 2, 1, 3
be available at, 1, 1, 2
 short for, 1, 1, 2
keep, 1, 1, 2
be alloy with, 1, 1, 2
will enter, 1, 3, 4
be contributor of, 1, 1, 2
 prescribe for, 1, 1, 2
publish in, 1, 2, 3
vote for, 2, 2, 4
will host, 2, 1, 3
to make, 10, 5, 15
sponsor, 1, 1, 2
be a source of, 1, 2, 3
unveil, 4, 7, 11
forbid, 1, 1, 2
which make, 1, 2, 3
be head east toward, 1, 1, 2
reject, 1, 1, 2
be know for, 9, 9, 18
will become, 1, 1, 2
be afraid of, 1, 1, 2
be diagnose at, 1, 1, 2
win, 35, 13, 48
drop from, 1, 1, 2
be city of, 1, 2, 3
be see over, 2, 1, 3
sail to, 1, 1, 2
san, 3, 4, 7
can be find in, 4, 5, 9
have beat, 4, 4, 8
be fortify with, 3, 3, 6
 season with, 1, 1, 2
do arrive in, 1, 1, 2
say, 11, 9, 20
be convenient for, 1, 2, 3
increase, 5, 6, 11
surpass, 2, 2, 4
spread, 1, 1, 2
rank ahead of, 1, 1, 2
head for, 1, 1, 2
can produce, 1, 1, 2
can help prevent, 1, 1, 2
will make, 2, 1, 3
rely on, 1, 2, 3
have tell, 2, 4, 6
visit, 16, 5, 21
lie in, 3, 4, 7
win at, 2, 2, 4
immigrate to, 1, 1, 2
can be toxic to, 2, 1, 3
originate in, 30, 5, 35
be administer by, 2, 2, 4
be border by, 4, 6, 10
triumph in, 2, 1, 3
bring, 4, 12, 16
will cause, 3, 1, 4
ban, 2, 9, 11
offer, 38, 26, 64
suffer, 1, 3, 4
be abolish in, 2, 1, 3
lose at, 1, 1, 2
fix, 1, 1, 2
surface in, 2, 2, 4
be controller of, 1, 1, 2
rank, 6, 5, 11
be give with, 1, 1, 2
work closely with, 3, 3, 6
pass to, 1, 1, 2
grow, 4, 6, 10
be form from, 2, 2, 4
speak of, 1, 1, 2
be acquire, 1, 1, 2
be produce in, 12, 4, 16
reveal inward, 1, 1, 2
write on, 1, 2, 3
extend, 1, 1, 2
be governor of, 5, 2, 7
deal, 1, 2, 3
affect, 7, 11, 18
will play, 4, 4, 8
search, 1, 2, 3
see, 8, 2, 10
may be helpful for, 4, 1, 5
 native to, 3, 1, 4
be discover in, 6, 1, 7
be direct by, 1, 1, 2
know about, 1, 4, 5
may eat, 1, 1, 2
be export to, 2, 1, 3
contain, 30, 24, 54
who specialize in, 1, 1, 2
to boycott, 1, 1, 2
can dissolve in, 1, 1, 2
be implicate in, 1, 1, 2
have acquire, 2, 4, 6
be turn on to, 1, 1, 2
 adjacent to, 1, 1, 2
fall appreciably in, 1, 1, 2
de, 2, 2, 4
may become, 1, 1, 2
should be in, 1, 1, 2
flow through, 1, 1, 2
be confirm in, 1, 1, 2
do, 13, 10, 23
may affect, 1, 2, 3
grow up in, 7, 4, 11
come into, 1, 1, 2
contact, 2, 1, 3
be intense at, 3, 1, 4
be join, 2, 2, 4
ed, 7, 6, 13
be contraindicate during, 1, 1, 2
may increase, 9, 2, 11
be state of, 1, 2, 3
celebrate in, 1, 1, 2
to win, 3, 2, 5
be invest in, 1, 1, 2
be report, 1, 1, 2
be power by, 3, 3, 6
 know generically as, 3, 2, 5
host by, 3, 1, 4
be educate at, 2, 2, 4
carry, 4, 3, 7
fly out to, 2, 1, 3
be register in, 2, 2, 4
be hit by, 1, 1, 2
can make, 3, 2, 5
be two service of, 1, 1, 2
be manufacture in, 6, 1, 7
be the capitol of, 1, 1, 2
 hold in, 1, 2, 3
start reject, 1, 1, 2
be potent than, 1, 1, 2
be measure in, 2, 1, 3
be make into, 3, 2, 5
which stand for, 2, 2, 4
can contribute to, 1, 1, 2
to do in, 1, 1, 2
sour somewhat as, 1, 1, 2
toss with, 6, 6, 12
be load with, 5, 3, 8
would join, 2, 2, 4
go, 14, 9, 23
be member of, 2, 4, 6
_ know as, 3, 3, 6
announce in, 19, 3, 22
 bear in, 3, 3, 6
 publish by, 2, 1, 3
speak in, 1, 1, 2
write in, 3, 2, 5
publish, 6, 9, 15
be purchase from, 6, 2, 8
avoid, 1, 1, 2
be involve with, 2, 1, 3
be make up of, 1, 1, 2
withdraw, 1, 3, 4
range from, 1, 1, 2
base in, 1, 1, 2
select, 1, 1, 2
be available from, 1, 1, 2
secede from, 2, 1, 3
invoke, 1, 1, 2
ipod, 1, 2, 3
can refer to, 1, 1, 2
be south of, 3, 2, 5
be interest in, 1, 1, 2
enter into, 1, 2, 3
simmer with, 1, 1, 2
be go to, 4, 3, 7
id, 3, 4, 7
leap into, 1, 1, 2
be 70 year of, 1, 1, 2
reduce, 18, 9, 27
be the arm of, 1, 1, 2
sign with, 1, 1, 2
be stronger than, 1, 1, 2
issue, 5, 8, 13
lower, 9, 1, 10
be the opposite of, 1, 1, 2
will accept, 3, 1, 4
drink, 1, 1, 2
announce, 4, 14, 18
grow in, 10, 3, 13
operate, 1, 1, 2
defy, 1, 1, 2
rarely cause, 1, 1, 2
begin, 5, 2, 7
become, 18, 17, 35
work as, 1, 1, 2
evolve from, 1, 1, 2
be the length of, 1, 1, 2
plate, 1, 2, 3
speak to, 1, 1, 2
be rampant in, 1, 1, 2
be browse by, 1, 1, 2
 headquarter in, 13, 7, 20
be a member of, 1, 1, 2
be unique in, 1, 1, 2
dose of, 2, 1, 3
receive with, 1, 2, 3
be change to, 1, 1, 2
be keep for, 1, 3, 4
report, 6, 12, 18
be support by, 6, 2, 8
work synergistically with, 2, 3, 5
be available for, 9, 2, 11
be active in, 2, 2, 4
operate in, 8, 5, 13
be come from, 1, 1, 2
to end of, 1, 1, 2
be originally from, 1, 2, 3
to tell, 1, 1, 2
can import from, 1, 1, 2
be as addictive as, 1, 1, 2
may result from, 1, 1, 2
will overtake, 1, 1, 2
sign, 4, 8, 12
occur naturally in, 1, 1, 2
be educate in, 1, 1, 2
be deplete by, 1, 1, 2
can reduce, 1, 1, 2
split, 1, 1, 2
be centre of, 1, 1, 2
to beat, 4, 4, 8
recommend that, 2, 3, 5
would win, 2, 2, 4
claim, 5, 10, 15
have release, 4, 5, 9
will run on, 2, 2, 4
be measure by, 1, 1, 2
be make primarily in, 1, 1, 2
 mundane in, 1, 1, 2
 build on, 1, 1, 2
to travel to, 1, 1, 2
specialize in, 8, 7, 15
beget, 1, 1, 2
establish, 1, 1, 2
license, 1, 1, 2
degli, 3, 1, 4
be author of, 2, 2, 4
proclaim, 1, 1, 2
stay at, 1, 1, 2
 sponsor by, 3, 2, 5
can lead to, 14, 12, 26
displace, 1, 1, 2
estimate that, 2, 4, 6
nt, 2, 1, 3
hatch from, 1, 1, 2
investigate, 1, 1, 2
head, 1, 1, 2
be register with, 1, 1, 2
be register at, 4, 3, 7
be patent in, 1, 1, 2
be base on, 7, 8, 15
be perform under, 1, 7, 8
devastate, 1, 5, 6
cross, 1, 1, 2
control, 3, 8, 11
have host, 3, 1, 4
be affiliate with, 2, 1, 3
pa, 1, 2, 3
be relate to, 14, 13, 27
be up at, 1, 1, 2
be subsidiary of, 1, 1, 2
be defend, 1, 1, 2
 renown throughout, 1, 1, 2
paint, 1, 1, 2
may use, 2, 2, 4
play at, 2, 1, 3
can contain, 1, 1, 2
cause by, 2, 3, 5
be combine with, 8, 7, 15
 similar to, 2, 2, 4
estimate, 2, 2, 4
be the nationalcapital of, 1, 1, 2
sign in, 1, 1, 2
be west of, 1, 2, 3
deny, 2, 2, 4
be study of, 1, 1, 2
come from, 32, 12, 44
estimate that in, 2, 1, 3
be mistake for, 2, 3, 5
accept, 51, 5, 56
decline with, 2, 1, 3
be bring to, 1, 1, 2
adopt, 1, 1, 2
be develop by, 2, 1, 3
be notify by, 1, 1, 2
oppose, 1, 1, 2
sue, 9, 11, 20
originate from, 5, 2, 7
can be damage by, 1, 1, 2
top with, 7, 9, 16
enjoy play, 1, 1, 2
be specialise in, 1, 2, 3
be compose of, 1, 2, 3
will be introduce by, 1, 1, 2
seek, 4, 3, 7
will be hold in, 4, 5, 9
seem, 1, 1, 2
release in, 1, 1, 2
spend in, 1, 1, 2
be build from, 1, 1, 2
be assign to, 1, 1, 2
fail in, 4, 1, 5
to be hold in, 1, 1, 2
be tour, 1, 1, 2
 apply to, 1, 1, 2
consist of, 6, 8, 14
launch, 9, 20, 29
lose to, 12, 17, 29
be base at, 1, 1, 2
grow widely in, 3, 1, 4
be take with, 1, 1, 2
confirm, 2, 2, 4
pull, 2, 4, 6
fly from, 2, 1, 3
be amember of, 1, 1, 2
be close on, 1, 1, 2
be paralyze, 1, 1, 2
be call, 14, 14, 28
assist, 1, 1, 2
be regulate by, 3, 2, 5
smuggle into, 1, 1, 2
be play, 10, 7, 17
declare, 14, 9, 23
work under, 1, 1, 2
suspect of, 1, 1, 2
buy, 21, 29, 50
be kill in, 5, 1, 6
occur during, 5, 2, 7
express, 1, 2, 3
to search, 1, 2, 3
turn to, 2, 2, 4
may experience, 2, 1, 3
convene in, 3, 2, 5
spend on, 1, 1, 2
be occupy by, 3, 1, 4
be base in, 45, 12, 57
to build, 1, 2, 3
generate, 1, 1, 2
tuck, 1, 1, 2
be design for, 1, 1, 2
report on, 3, 2, 5
be good with, 1, 1, 2
can count on, 1, 1, 2
saut_ with, 1, 1, 2
drizzle, 1, 1, 2
flavor, 1, 1, 2
warn of, 1, 1, 2
may lead to, 6, 3, 9
be transport to, 1, 1, 2
know, 2, 2, 4
sing, 1, 1, 2
demonstrate, 1, 1, 2
support, 25, 21, 46
drop, 1, 1, 2
work for, 1, 1, 2
will remain in, 1, 1, 2
become president of, 2, 1, 3
will be host, 1, 1, 2
speak with, 1, 1, 2
be headquarter in, 47, 14, 61
to enter, 1, 6, 7
be treat by, 1, 1, 2
be add to, 8, 6, 14
be produce, 1, 1, 2
be fill with, 2, 2, 4
be close to, 5, 3, 8
be native to, 15, 6, 21
report from, 3, 3, 6
be market by, 1, 1, 2
to include, 1, 1, 2
teach, 3, 4, 7
transmit, 1, 1, 2
blend well with, 1, 1, 2
be mine as, 1, 1, 2
refer to, 4, 4, 8
be present in, 4, 5, 9
play in, 7, 4, 11
sack, 1, 1, 2
be develop in, 10, 3, 13
reach, 8, 6, 14
will be hold on, 1, 1, 2
 combine with, 1, 1, 2
be use as, 1, 1, 2
have conquer, 1, 1, 2
can read, 1, 1, 2
lose in, 1, 1, 2
guide, 4, 1, 5
be addictive than, 1, 1, 2
can be perform in, 1, 1, 2
can win, 1, 1, 2
can develop during, 1, 1, 2
be the home of, 4, 11, 15
be influence by, 1, 1, 2
contract, 1, 1, 2
come, 1, 1, 2
push, 1, 1, 2
be region of, 1, 1, 2
be the cause of, 4, 2, 6
be essential to, 3, 1, 4
begin during, 3, 1, 4
be manufacture by, 5, 1, 6
lift, 2, 2, 4
be available throughout, 1, 1, 2
to access, 1, 1, 2
perform in, 2, 2, 4
be found in, 8, 7, 15
continue in, 3, 2, 5
wear, 2, 1, 3
export to, 3, 1, 4
be prevalent in, 3, 4, 7
be introduce into, 3, 1, 4
argue that, 1, 2, 3
feature, 2, 4, 6
recall, 1, 3, 4
get, 11, 11, 22
remain part of, 2, 1, 3
be take during, 3, 1, 4
be leave, 1, 1, 2
to quit, 8, 2, 10
come in, 4, 4, 8
be characterize by, 4, 7, 11
be investigate, 1, 1, 2
cook, 1, 1, 2
sell, 5, 11, 16
be available across, 1, 1, 2
suspect, 1, 2, 3
lead, 3, 3, 6
help, 13, 10, 23
agree with, 1, 1, 2
release version of, 1, 1, 2
be head to, 1, 1, 2
to release, 1, 1, 2
owe, 1, 3, 4
have more than, 1, 1, 2
be visit, 2, 1, 3
will cover, 1, 1, 2
grow luxuriantly in, 2, 1, 3
be practice in, 2, 1, 3
to buy, 4, 2, 6
may interact with, 3, 3, 6
be the destination of, 1, 1, 2
reveal, 1, 6, 7
continue on, 1, 1, 2
do to, 2, 1, 3
layer with, 1, 1, 2
announce that, 5, 5, 10
be mine in, 3, 3, 6
own, 6, 4, 10
appear during, 2, 1, 3
be trademarks of, 3, 2, 5
translate, 2, 1, 3
be pack with, 1, 1, 2
create, 3, 3, 6
be make from, 12, 15, 27
be track in, 1, 1, 2
be treat with, 6, 8, 14
be larger than, 3, 3, 6
write to, 1, 1, 2
be report in, 2, 2, 4
side with, 1, 1, 2
can damage, 5, 2, 7
test for, 1, 1, 2
be widespread in, 3, 1, 4
be develop, 1, 1, 2
meet in, 10, 3, 13
send, 1, 5, 6
isolate from, 1, 1, 2
be bury in, 1, 1, 2
line, 1, 2, 3
suspect in, 3, 1, 4
flee, 1, 2, 3
qualify for, 1, 1, 2
be spread through, 1, 1, 2
be tough on, 1, 1, 2
award, 3, 4, 7
be see with, 1, 1, 2
smell like, 1, 1, 2
have launch, 1, 1, 2
be harvest in, 1, 1, 2
be a district of, 1, 1, 2
be organize in, 1, 1, 2
be situate opposite, 1, 1, 2
may result in, 2, 3, 5
smoke, 3, 2, 5
match, 1, 1, 2
could face, 1, 1, 2
be also, 1, 1, 2
should be avoid in, 1, 1, 2
follow, 6, 7, 13
emit, 2, 1, 3
be the type of, 1, 1, 2
snap, 1, 3, 4
